Path,Sample,MajorBasin,MinorBasin,Year,Number
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2015_039_sorted_proper_rmdup.bam,WAL_MIL_2015_039,WAL,MIL,2015,039
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2015_040_sorted_proper_rmdup.bam,WAL_MIL_2015_040,WAL,MIL,2015,040
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2015_041_sorted_proper_rmdup.bam,WAL_MIL_2015_041,WAL,MIL,2015,041
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_001_sorted_proper_rmdup.bam,WAL_MIL_2017_001,WAL,MIL,2017,001
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_003_sorted_proper_rmdup.bam,WAL_MIL_2017_003,WAL,MIL,2017,003
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_005_sorted_proper_rmdup.bam,WAL_MIL_2017_005,WAL,MIL,2017,005
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_007_sorted_proper_rmdup.bam,WAL_MIL_2017_007,WAL,MIL,2017,007
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_010_sorted_proper_rmdup.bam,WAL_MIL_2017_010,WAL,MIL,2017,010
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_011_sorted_proper_rmdup.bam,WAL_MIL_2017_011,WAL,MIL,2017,011
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_013_sorted_proper_rmdup.bam,WAL_MIL_2017_013,WAL,MIL,2017,013
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_015_sorted_proper_rmdup.bam,WAL_MIL_2017_015,WAL,MIL,2017,015
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_018_sorted_proper_rmdup.bam,WAL_MIL_2017_018,WAL,MIL,2017,018
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_019_sorted_proper_rmdup.bam,WAL_MIL_2017_019,WAL,MIL,2017,019
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_021_sorted_proper_rmdup.bam,WAL_MIL_2017_021,WAL,MIL,2017,021
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_026_sorted_proper_rmdup.bam,WAL_MIL_2017_026,WAL,MIL,2017,026
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_027_sorted_proper_rmdup.bam,WAL_MIL_2017_027,WAL,MIL,2017,027
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_030_sorted_proper_rmdup.bam,WAL_MIL_2017_030,WAL,MIL,2017,030
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_032_sorted_proper_rmdup.bam,WAL_MIL_2017_032,WAL,MIL,2017,032
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_033_sorted_proper_rmdup.bam,WAL_MIL_2017_033,WAL,MIL,2017,033
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_034_sorted_proper_rmdup.bam,WAL_MIL_2017_034,WAL,MIL,2017,034
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MIL_2017_036_sorted_proper_rmdup.bam,WAL_MIL_2017_036,WAL,MIL,2017,036
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_001_sorted_proper_rmdup.bam,WAL_MPH_2011_001,WAL,MPH,2011,001
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_002_sorted_proper_rmdup.bam,WAL_MPH_2011_002,WAL,MPH,2011,002
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_003_sorted_proper_rmdup.bam,WAL_MPH_2011_003,WAL,MPH,2011,003
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_004_sorted_proper_rmdup.bam,WAL_MPH_2011_004,WAL,MPH,2011,004
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_005_sorted_proper_rmdup.bam,WAL_MPH_2011_005,WAL,MPH,2011,005
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_006_sorted_proper_rmdup.bam,WAL_MPH_2011_006,WAL,MPH,2011,006
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_007_sorted_proper_rmdup.bam,WAL_MPH_2011_007,WAL,MPH,2011,007
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_008_sorted_proper_rmdup.bam,WAL_MPH_2011_008,WAL,MPH,2011,008
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_009_sorted_proper_rmdup.bam,WAL_MPH_2011_009,WAL,MPH,2011,009
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_010_sorted_proper_rmdup.bam,WAL_MPH_2011_010,WAL,MPH,2011,010
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_011_sorted_proper_rmdup.bam,WAL_MPH_2011_011,WAL,MPH,2011,011
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_012_sorted_proper_rmdup.bam,WAL_MPH_2011_012,WAL,MPH,2011,012
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_013_sorted_proper_rmdup.bam,WAL_MPH_2011_013,WAL,MPH,2011,013
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_014_sorted_proper_rmdup.bam,WAL_MPH_2011_014,WAL,MPH,2011,014
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_015_sorted_proper_rmdup.bam,WAL_MPH_2011_015,WAL,MPH,2011,015
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_016_sorted_proper_rmdup.bam,WAL_MPH_2011_016,WAL,MPH,2011,016
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_017_sorted_proper_rmdup.bam,WAL_MPH_2011_017,WAL,MPH,2011,017
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_018_sorted_proper_rmdup.bam,WAL_MPH_2011_018,WAL,MPH,2011,018
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_019_sorted_proper_rmdup.bam,WAL_MPH_2011_019,WAL,MPH,2011,019
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_020_sorted_proper_rmdup.bam,WAL_MPH_2011_020,WAL,MPH,2011,020
/home/amilzz/projects/LCT/SOMM371/align/RAD_alignments/sorted_proper/WAL_MPH_2011_021_sorted_proper_rmdup.bam,WAL_MPH_2011_021,WAL,MPH,2011,021
